SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-11-2019,Single Family Residential,1161 Tofts Dr,SAN JOSE,CA,95131,960000,3,2.0,SAN JOSE,1067,6568,1971,299,900,,Sold,,,http://www.redfin.com/CA/San-Jose/1161-Tofts-Dr-95131/home/1081654,MLSListings,ML81748999,N,Y,37.3840424,-121.8659342
PAST SALE,April-10-2019,Single Family Residential,1383 Aberford Dr,SAN JOSE,CA,95131,1150000,4,2.0,SAN JOSE,1305,6037,1971,361,881,,Sold,,,http://www.redfin.com/CA/San-Jose/1383-Aberford-Dr-95131/home/1698192,MLSListings,ML81740676,N,Y,37.3873088,-121.8694475
PAST SALE,June-15-2019,Single Family Residential,2170 Stratton Pl,SAN JOSE,CA,95131,961000,4,2.0,SAN JOSE,1234,6033,1976,295,779,,Sold,,,http://www.redfin.com/CA/San-Jose/2170-Stratton-Pl-95131/home/1788311,MLSListings,ML81749759,N,Y,37.3887781,-121.8719378
PAST SALE,June-21-2019,Single Family Residential,1040 Banyan Ct,SAN JOSE,CA,95131,1440000,4,2.5,SAN JOSE,2150,5970,2007,289,670,,Sold,,,http://www.redfin.com/CA/San-Jose/1040-Banyan-Ct-95131/home/22740254,MLSListings,ML81753484,N,Y,37.3917609,-121.9034181
PAST SALE,August-9-2019,Single Family Residential,2078 Croner Pl,SAN JOSE,CA,95131,1425000,3,2.5,SAN JOSE,2082,3103,2004,240,684,88,Sold,,,http://www.redfin.com/CA/San-Jose/2078-Croner-Pl-95131/home/1054674,MLSListings,ML81756157,N,Y,37.3892317,-121.8751841
PAST SALE,August-30-2019,Single Family Residential,2217 Charger Dr,SAN JOSE,CA,95131,980000,4,2.0,SAN JOSE,1530,6502,1971,219,641,,Sold,,,http://www.redfin.com/CA/San-Jose/2217-Charger-Dr-95131/home/1084706,MLSListings,ML81751718,N,Y,37.384791,-121.8674463
PAST SALE,September-16-2019,Condo/Co-op,1091 Foxglove Pl #404,SAN JOSE,CA,95131,1270000,4,2.5,SAN JOSE,2147,1802,2015,202,592,657,Sold,,,http://www.redfin.com/CA/San-Jose/1091-Foxglove-Pl-95131/unit-404/home/112869559,MLSListings,ML81762419,N,Y,37.3799138,-121.895872
PAST SALE,July-8-2019,Condo/Co-op,1038 Bellante Ln #4,SAN JOSE,CA,95131,1205750,4,3.5,SAN JOSE,1707,,2018,272,706,271,Sold,,,http://www.redfin.com/CA/San-Jose/1038-Bellante-Ln-95133/unit-4/home/148344237,MLSListings,ML81731892,N,Y,37.371804,-121.879942
PAST SALE,October-4-2019,Single Family Residential,1732 River Birch Dr,San Jose,CA,95131,865000,4,2.5,Berryessa,1647,3120,1985,184,525,125,Sold,,,http://www.redfin.com/CA/San-Jose/1732-River-Birch-Dr-95131/home/1468435,Bridge MLS,40873694,N,Y,37.37385,-121.8747394
PAST SALE,October-17-2019,Single Family Residential,2083 Purcell Pl,SAN JOSE,CA,95131,1300000,4,2.5,SAN JOSE,1972,3194,2004,171,659,88,Sold,,,http://www.redfin.com/CA/San-Jose/2083-Purcell-Pl-95131/home/1811587,MLSListings,ML81763542,N,Y,37.3899973,-121.8757622
PAST SALE,November-7-2019,Condo/Co-op,1641 Thorncrest Dr,SAN JOSE,CA,95131,630000,2,2.0,SAN JOSE,922,955,1987,150,683,440,Sold,,,http://www.redfin.com/CA/San-Jose/1641-Thorncrest-Dr-95131/home/881078,MLSListings,ML81769044,N,Y,37.376646,-121.879995
PAST SALE,December-10-2019,Single Family Residential,1539 Goody Ln,SAN JOSE,CA,95131,1216000,4,3.0,SAN JOSE,1629,2387,1987,117,746,33,Sold,,,http://www.redfin.com/CA/San-Jose/1539-Goody-Ln-95131/home/1229677,MLSListings,ML81774241,N,Y,37.3829239,-121.8885684
PAST SALE,December-18-2019,Single Family Residential,1267 Crestpoint Dr,SAN JOSE,CA,95131,1135000,3,3.0,SAN JOSE,1518,2708,1987,109,748,40,Sold,,,http://www.redfin.com/CA/San-Jose/1267-Crestpoint-Dr-95131/home/1440816,MLSListings,ML81772117,N,Y,37.375318,-121.880278
PAST SALE,July-23-2019,Single Family Residential,1720 Goldentree Dr,SAN JOSE,CA,95131,1060000,5,3.0,SAN JOSE,1800,6508,1973,257,589,,Sold,,,http://www.redfin.com/CA/San-Jose/1720-Goldentree-Dr-95131/home/595163,MLSListings,ML81754136,N,Y,37.3939551,-121.8810983
PAST SALE,February-13-2020,Townhouse,1004 Winston Ct,SAN JOSE,CA,95131,990000,3,2.5,SAN JOSE,1666,2566,1989,52,594,265,Sold,,,http://www.redfin.com/CA/San-Jose/1004-Winston-Ct-95131/home/1166020,MLSListings,ML81770866,Y,Y,37.373639,-121.8757768
PAST SALE,February-13-2020,Single Family Residential,1316 Chessington Dr,SAN JOSE,CA,95131,1340000,4,2.5,SAN JOSE,1578,4158,1990,52,849,,Sold,,,http://www.redfin.com/CA/San-Jose/1316-Chessington-Dr-95131/home/1180948,MLSListings,ML81779135,N,Y,37.3716984,-121.882788
PAST SALE,March-18-2020,Single Family Residential,2055 Hikido Dr,SAN JOSE,CA,95131,980000,3,2.0,SAN JOSE,1380,5936,1970,18,710,,Sold,,,http://www.redfin.com/CA/San-Jose/2055-Hikido-Dr-95131/home/1126140,MLSListings,ML81773678,N,Y,37.3830491,-121.870248
PAST SALE,March-24-2020,Condo/Co-op,1547 Four Oaks Cir,SAN JOSE,CA,95131,600000,2,2.0,SAN JOSE,976,,1986,12,615,491,Sold,,,http://www.redfin.com/CA/San-Jose/1547-Four-Oaks-Cir-95131/home/1356344,MLSListings,ML81782402,Y,Y,37.391397,-121.872675
PAST SALE,March-26-2020,Condo/Co-op,1035 Giacomo Ln #6,SAN JOSE,CA,95131,880000,2,2.0,SAN JOSE,1171,,2017,10,751,285,Sold,,,http://www.redfin.com/CA/San-Jose/1035-Giacomo-Ln-95133/unit-6/home/167214060,MLSListings,ML81785310,N,Y,37.3725452,-121.8789639
PAST SALE,March-10-2020,Condo/Co-op,998 Elderflower Pl,San Jose,CA,95131,1280000,4,3.5,San Jose,1872,1415,2016,26,684,275,Sold,,,http://www.redfin.com/CA/San-Jose/998-Elderflower-Pl-95131/home/143042608,Bridge MLS,40876303,N,Y,37.3798409,-121.8982744
PAST SALE,March-31-2020,Townhouse,1102 Brooks Range Lndg #1102,SAN JOSE,CA,95131,1020000,3,2.5,SAN JOSE,1407,2613,1996,5,725,297,Sold,,,http://www.redfin.com/CA/San-Jose/1102-Brooks-Range-Lndg-95131/unit-1102/home/170484164,MLSListings,ML81780976,N,Y,37.3845563,-121.8966029
PAST SALE,April-1-2020,Condo/Co-op,1073 Foxglove Pl #103,SAN JOSE,CA,95131,1075000,2,2.5,SAN JOSE,1690,,2014,4,636,315,Sold,,,http://www.redfin.com/CA/San-Jose/1073-Foxglove-Pl-95131/unit-103/home/95957565,MLSListings,ML81781436,N,Y,37.3799459,-121.8969478
PAST SALE,June-17-2019,Mobile/Manufactured Home,2151 Oakland Rd #165,SAN JOSE,CA,95131,170000,3,2.0,SAN JOSE,1440,,1973,293,118,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-165/home/23476911,MLSListings,ML81732156,N,Y,37.3962328,-121.9053495
PAST SALE,July-16-2019,Mobile/Manufactured Home,2151 Oakland Rd #159,SAN JOSE,CA,95131,185000,2,1.5,SAN JOSE,960,,1969,264,193,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-159/home/1671278,MLSListings,ML81736260,N,Y,37.3962328,-121.9053495
PAST SALE,January-3-2020,Mobile/Manufactured Home,2151 Oakland Rd #203,SAN JOSE,CA,95131,265000,3,2.0,SAN JOSE,1334,,1995,93,199,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-203/home/22729239,MLSListings,ML81765903,N,Y,37.3962328,-121.9053495
PAST SALE,January-31-2020,Mobile/Manufactured Home,2151 Oakland Rd #89,SAN JOSE,CA,95131,199000,3,2.0,SAN JOSE,1416,,2019,65,141,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-89/home/685522,MLSListings,ML81773082,N,Y,37.3962328,-121.9053495
PAST SALE,February-5-2020,Townhouse,2133 Oakland,SAN JOSE,CA,95131,1073888,4,4.0,SAN JOSE,1573,784,2009,60,683,150,Sold,,,http://www.redfin.com/CA/San-Jose/2133-Oakland-Rd-95131/home/28894948,MLSListings,ML81779298,N,Y,37.396095,-121.902437
PAST SALE,February-28-2020,Mobile/Manufactured Home,2151 Oakland Rd #371,SAN JOSE,CA,95131,200000,2,2.0,SAN JOSE,1536,,1972,37,130,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-371/home/1097286,MLSListings,ML81775759,N,Y,37.3962328,-121.9053495
PAST SALE,August-20-2019,Townhouse,1577 Fairway Green Cir,SAN JOSE,CA,95131,1100000,3,2.5,SAN JOSE,1672,1693,1988,229,658,463,Sold,,,http://www.redfin.com/CA/San-Jose/1577-Fairway-Green-Cir-95131/home/1620173,MLSListings,ML81765332,N,Y,37.378511,-121.883746
PAST SALE,April-12-2019,Townhouse,1630 Vendre Pl,SAN JOSE,CA,95131,965000,2,2.5,SAN JOSE,1481,1599,2014,359,652,83,Sold,,,http://www.redfin.com/CA/San-Jose/1630-Vendre-Pl-95131/home/72134482,MLSListings,ML81741957,N,Y,37.3732084,-121.8792084
PAST SALE,April-24-2019,Condo/Co-op,1308 Shore Dr,SAN JOSE,CA,95131,848888,2,2.0,SAN JOSE,1171,540,2014,347,725,216,Sold,,,http://www.redfin.com/CA/San-Jose/1308-Shore-Dr-95131/home/95957503,MLSListings,ML81741567,N,Y,37.3710207,-121.8827901
PAST SALE,June-21-2019,Single Family Residential,1399 Stanton Way,SAN JOSE,CA,95131,1660000,5,3.0,SAN JOSE,2516,4157,1993,289,660,,Sold,,,http://www.redfin.com/CA/San-Jose/1399-Stanton-Way-95131/home/1718783,MLSListings,ML81750673,N,Y,37.3769536,-121.8850557
PAST SALE,June-25-2019,Condo/Co-op,1540 Meadow Ridge Cir,SAN JOSE,CA,95131,715000,2,2.0,SAN JOSE,988,1091,1985,285,724,414,Sold,,,http://www.redfin.com/CA/San-Jose/1540-Meadow-Ridge-Cir-95131/home/1213790,MLSListings,ML81752067,N,Y,37.381636,-121.883987
PAST SALE,June-26-2019,Condo/Co-op,1824 CAMINO LEONOR,SAN JOSE,CA,95131,800000,2,2.5,SAN JOSE,1541,1495,2007,284,519,330,Sold,,,http://www.redfin.com/CA/San-Jose/1824-Camino-Leonor-95131/home/17289377,MLSListings,ML81743874,N,Y,37.390516,-121.889127
PAST SALE,,Condo/Co-op,1285 Marcello Dr #6,San Jose,CA,95131,650000,1,2.0,,1415,,2006,,459,,,,,http://www.redfin.com/CA/San-Jose/1285-Marcello-Dr-95131/unit-6/home/12179822,,,N,Y,37.3905195,-121.8907603
PAST SALE,October-16-2019,Mobile/Manufactured Home,2151 Oakland Rd #608,SAN JOSE,CA,95131,170000,2,2.0,SAN JOSE,1440,,1983,172,118,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-608/home/686094,MLSListings,ML81758684,N,Y,37.3962328,-121.9053495
PAST SALE,November-25-2019,Mobile/Manufactured Home,2151 Oakland Rd #170,SAN JOSE,CA,95131,210000,3,2.0,SAN JOSE,1344,,1973,132,156,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-170/home/63741169,MLSListings,ML81760287,N,Y,37.3962328,-121.9053495
PAST SALE,January-3-2020,Mobile/Manufactured Home,2151 Oakland Rd #57,SAN JOSE,CA,95131,80000,2,2.0,SAN JOSE,720,,1974,93,111,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-57/home/166862261,MLSListings,ML81753891,N,Y,37.3962328,-121.9053495
PAST SALE,February-28-2020,Mobile/Manufactured Home,2151 Oakland Rd #433,SAN JOSE,CA,95131,132000,2,2.0,SAN JOSE,1344,,1975,37,98,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-433/home/1256096,MLSListings,ML81775789,N,Y,37.3962328,-121.9053495
PAST SALE,February-14-2020,Single Family Residential,1762 Fumia Dr,SAN JOSE,CA,95131,1450000,4,2.5,SAN JOSE,2287,5725,1997,51,634,,Sold,,,http://www.redfin.com/CA/San-Jose/1762-Fumia-Dr-95131/home/691484,MLSListings,ML81778512,N,Y,37.3895116,-121.8985277
PAST SALE,March-20-2020,Single Family Residential,1053 Mckay Dr,SAN JOSE,CA,95131,1260000,3,2.5,SAN JOSE,1767,2783,1999,16,713,50,Sold,,,http://www.redfin.com/CA/San-Jose/1053-McKay-Dr-95131/home/692324,MLSListings,ML81787428,N,Y,37.3874266,-121.8962158
PAST SALE,May-31-2019,Townhouse,1521 Fairway Green Cir,SAN JOSE,CA,95131,750000,2,2.0,SAN JOSE,1098,1843,1988,310,683,421,Sold,,,http://www.redfin.com/CA/San-Jose/1521-Fairway-Green-Cir-95131/home/1463487,MLSListings,ML81738067,N,Y,37.3778859,-121.884987
PAST SALE,July-23-2019,Condo/Co-op,118 Morning Star Dr,San Jose,CA,95131,685000,2,2.0,North Valley,1080,1224,1997,257,634,342,Sold,,,http://www.redfin.com/CA/San-Jose/118-Morning-Star-Dr-95131/home/1590908,Bridge MLS,40866298,N,Y,37.386929,-121.887897
PAST SALE,October-31-2019,Townhouse,1626 Vendre Pl,SAN JOSE,CA,95131,900000,2,2.5,SAN JOSE,1481,1700,2014,157,608,85,Sold,,,http://www.redfin.com/CA/San-Jose/1626-Vendre-Pl-95131/home/74433744,MLSListings,ML81768044,N,Y,37.3731374,-121.8793343
PAST SALE,November-12-2019,Townhouse,1450 Neleigh Pl,SAN JOSE,CA,95131,1125000,3,3.0,SAN JOSE,1851,750,2014,145,608,215,Sold,,,http://www.redfin.com/CA/San-Jose/1450-Neleigh-Pl-95131/unit-23/home/95957543,MLSListings,ML81771775,N,Y,37.3718146,-121.881354
PAST SALE,December-10-2019,Townhouse,1539 Fairway Green Cir,SAN JOSE,CA,95131,1128000,3,2.5,SAN JOSE,1672,1693,1988,117,675,463,Sold,,,http://www.redfin.com/CA/San-Jose/1539-Fairway-Green-Cir-95131/home/1548172,MLSListings,ML81777085,N,Y,37.377206,-121.884307
PAST SALE,January-3-2020,Single Family Residential,1344 Turrett Dr,SAN JOSE,CA,95131,950000,4,3.0,SAN JOSE,1350,6059,1970,93,704,,Sold,,,http://www.redfin.com/CA/San-Jose/1344-Turrett-Dr-95131/home/1543492,MLSListings,ML81774792,N,Y,37.3856981,-121.8705593
PAST SALE,February-21-2020,Townhouse,2213 Beech Cir,SAN JOSE,CA,95131,980000,3,3.0,SAN JOSE,1536,1668,2008,44,638,182,Sold,,,http://www.redfin.com/CA/San-Jose/2213-Beech-Cir-95131/home/21514526,MLSListings,ML81778969,Y,Y,37.403985,-121.884074
PAST SALE,September-30-2019,Townhouse,1339 Marcello Dr,SAN JOSE,CA,95131,858000,2,2.5,SAN JOSE,1541,1226,2007,188,557,302,Sold,,,http://www.redfin.com/CA/San-Jose/1339-Marcello-Dr-95131/home/28895643,MLSListings,ML81767950,N,Y,37.3907233,-121.8905758
PAST SALE,December-23-2019,Condo/Co-op,1578 Four Oaks Cir,SAN JOSE,CA,95131,557000,2,2.0,SAN JOSE,992,1131,1986,104,561,496,Sold,,,http://www.redfin.com/CA/San-Jose/1578-Four-Oaks-Cir-95131/home/1415590,MLSListings,ML81775073,N,Y,37.390894,-121.871711
PAST SALE,August-22-2019,Single Family Residential,2425 Fallingtree Dr,SAN JOSE,CA,95131,1096000,4,2.0,SAN JOSE,1234,5508,1973,227,888,,Sold,,,http://www.redfin.com/CA/San-Jose/2425-Fallingtree-Dr-95131/home/1162371,MLSListings,ML81760881,N,Y,37.3984378,-121.8810538
PAST SALE,August-27-2019,Single Family Residential,1513 Rue Avati,SAN JOSE,CA,95131,1040000,4,2.0,SAN JOSE,1234,6369,1974,222,843,,Sold,,,http://www.redfin.com/CA/San-Jose/1513-Rue-Avati-95131/home/1413081,MLSListings,ML81760159,N,Y,37.3865526,-121.8792307
PAST SALE,June-27-2019,Single Family Residential,1392 Rue Avati,SAN JOSE,CA,95131,1108000,4,2.0,SAN JOSE,1480,6080,1974,283,749,,Sold,,,http://www.redfin.com/CA/San-Jose/1392-Rue-Avati-95131/home/693379,MLSListings,ML81753829,N,Y,37.38237,-121.8778967
PAST SALE,August-8-2019,Townhouse,1124 Mckay Dr,SAN JOSE,CA,95131,1102500,4,3.5,SAN JOSE,2035,678,2006,241,542,283,Sold,,,http://www.redfin.com/CA/San-Jose/1124-McKay-Dr-95131/home/12179941,MLSListings,ML81757289,N,Y,37.389051,-121.892943
PAST SALE,June-24-2019,Single Family Residential,1726 River Birch Dr,SAN JOSE,CA,95131,930000,3,2.5,SAN JOSE,1478,3120,1985,286,629,125,Sold,,,http://www.redfin.com/CA/San-Jose/1726-River-Birch-Dr-95131/home/686097,MLSListings,ML81750274,N,Y,37.3737094,-121.8748951
PAST SALE,August-13-2019,Townhouse,1038 Bellante Ln #1,SAN JOSE,CA,95131,1174000,3,3.0,SAN JOSE,1847,1,2019,236,636,271,Sold,,,http://www.redfin.com/CA/San-Jose/1038-Bellante-Ln-95133/unit-1/home/160577134,MLSListings,ML81741539,N,Y,37.371804,-121.879942
PAST SALE,May-22-2019,Condo/Co-op,1068 Bigleaf Pl #304,SAN JOSE,CA,95131,1188000,4,2.5,SAN JOSE,2147,1835,2016,319,553,657,Sold,,,http://www.redfin.com/CA/San-Jose/1068-Bigleaf-Pl-95131/unit-304/home/143043383,MLSListings,ML81749521,N,Y,37.3804311,-121.89687
PAST SALE,May-7-2019,Single Family Residential,1657 Murasky Pl,SAN JOSE,CA,95131,1200000,3,2.5,SAN JOSE,1861,1602,2014,334,645,86,Sold,,,http://www.redfin.com/CA/San-Jose/1657-Murasky-Pl-95131/home/95954581,MLSListings,ML81746759,N,Y,37.3734278,-121.8786741
PAST SALE,April-19-2019,Condo/Co-op,1058 Bruzzone Way,SAN JOSE,CA,95131,1165000,4,3.5,SAN JOSE,1851,574,2014,352,629,215,Sold,,,http://www.redfin.com/CA/San-Jose/1058-Bruzzone-Way-95131/home/95957486,MLSListings,ML81742623,N,Y,37.3707281,-121.8825432
PAST SALE,May-10-2019,Condo/Co-op,1341 Mercado Way,SAN JOSE,CA,95131,1156000,3,3.0,SAN JOSE,1851,569,2014,331,625,215,Sold,,,http://www.redfin.com/CA/San-Jose/1341-Mercado-Way-95131/home/95957493,MLSListings,ML81744471,N,Y,37.3707969,-121.8820885
PAST SALE,June-13-2019,Condo/Co-op,1052 Bigleaf Pl #103,SAN JOSE,CA,95131,1085000,2,2.5,SAN JOSE,1690,1632,2015,297,642,315,Sold,,,http://www.redfin.com/CA/San-Jose/1052-Bigleaf-Pl-95131/unit-103/home/112869452,MLSListings,ML81749834,N,Y,37.3804718,-121.8975589
PAST SALE,July-2-2019,Single Family Residential,1633 Shore Dr,SAN JOSE,CA,95131,1370000,3,2.5,SAN JOSE,2098,3306,2014,278,653,,Sold,,,http://www.redfin.com/CA/San-Jose/1633-Shore-Dr-95133/home/95955959,MLSListings,ML81743429,N,Y,37.3736249,-121.8794975
PAST SALE,June-26-2019,Townhouse,1700 Martin Jue St,SAN JOSE,CA,95131,1180000,4,3.0,SAN JOSE,2009,3021,1988,284,587,265,Sold,,,http://www.redfin.com/CA/San-Jose/1700-Martin-Jue-St-95131/home/1563197,MLSListings,ML81754586,N,Y,37.375058,-121.8764737
PAST SALE,July-19-2019,Townhouse,1597 Fairway Green Cir,SAN JOSE,CA,95131,1025000,3,3.0,SAN JOSE,1757,1541,1988,261,583,450,Sold,,,http://www.redfin.com/CA/San-Jose/1597-Fairway-Green-Cir-95131/home/1074760,MLSListings,ML81752812,N,Y,37.379151,-121.8847
PAST SALE,February-4-2020,Mobile/Manufactured Home,2151 Oakland #424,SAN JOSE,CA,95131,208000,4,2.0,SAN JOSE,1320,,1997,61,158,200,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-424/home/964934,MLSListings,ML81771272,N,Y,37.3962328,-121.9053495
PAST SALE,August-11-2019,Mobile/Manufactured Home,2151 OAKLAND Rd #117,SAN JOSE,CA,95131,175000,3,2.0,SAN JOSE,1464,,1972,238,120,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-117/home/63742520,MLSListings,ML81746811,N,Y,37.3962328,-121.9053495
PAST SALE,May-9-2019,Townhouse,2100 Klassen Way,SAN JOSE,CA,95131,855800,2,2.5,SAN JOSE,1080,454,2009,332,792,287,Sold,,,http://www.redfin.com/CA/San-Jose/2100-Klassen-Way-95131/home/23048008,MLSListings,ML81743403,N,Y,37.3930692,-121.9033989
PAST SALE,,Vacant Land,Oakland Rd,San Jose,CA,95131,3560000,,,,,85789,,,,,,,,http://www.redfin.com/CA/San-Jose/Oakland-Rd-95131/home/161061638,,,N,Y,37.384918,-121.898493
PAST SALE,May-3-2019,Townhouse,2190 Klassen Way,SAN JOSE,CA,95131,1195000,3,2.5,SAN JOSE,1892,949,2009,338,632,347,Sold,,,http://www.redfin.com/CA/San-Jose/2190-Klassen-Way-95131/home/23047980,MLSListings,ML81744354,N,Y,37.393497,-121.903405
PAST SALE,June-4-2019,Townhouse,1087 Harebell Pl,SAN JOSE,CA,95131,1090000,2,3.0,SAN JOSE,1622,645,2015,306,672,275,Sold,,,http://www.redfin.com/CA/San-Jose/1087-Harebell-Pl-95131/home/112869683,MLSListings,ML81745779,N,Y,37.379199,-121.896157
PAST SALE,April-16-2019,Townhouse,1052 Pear Orchard Dr,SAN JOSE,CA,95131,1095000,2,3.0,SAN JOSE,1622,1536,2015,355,675,275,Sold,,,http://www.redfin.com/CA/San-Jose/1052-Pear-Orchard-Dr-95131/home/112869427,MLSListings,ML81735444,N,Y,37.3790111,-121.8967196
PAST SALE,,Single Family Residential,1724 Silvertree Dr,San Jose,CA,95131,650000,3,2.0,,1112,5918,1974,,585,,,,,http://www.redfin.com/CA/San-Jose/1724-Silvertree-Dr-95131/home/689204,,,N,Y,37.3923035,-121.8817208
PAST SALE,March-11-2020,Single Family Residential,2094 Croner Pl,SAN JOSE,CA,95131,1370000,4,2.5,SAN JOSE,1972,3342,2004,25,695,101,Sold,,,http://www.redfin.com/CA/San-Jose/2094-Croner-Pl-95131/home/1050502,MLSListings,ML81782903,N,Y,37.3893868,-121.8749173
PAST SALE,August-13-2019,Single Family Residential,1995 Hikido Dr,SAN JOSE,CA,95131,1135000,4,2.0,SAN JOSE,1600,6091,1971,236,709,,Sold,,,http://www.redfin.com/CA/San-Jose/1995-Hikido-Dr-95131/home/1813498,MLSListings,ML81758730,N,Y,37.3821631,-121.8714487
PAST SALE,October-9-2019,Townhouse,2084 Swensen Ct,SAN JOSE,CA,95131,750000,4,1.5,SAN JOSE,1320,1552,1971,179,568,265,Sold,,,http://www.redfin.com/CA/San-Jose/2084-Swensen-Ct-95131/home/1095361,MLSListings,ML81762574,N,Y,37.380961,-121.869142
PAST SALE,November-13-2019,Single Family Residential,1283 Turrett Dr,SAN JOSE,CA,95131,978000,4,2.0,SAN JOSE,1380,6927,1970,144,709,,Sold,,,http://www.redfin.com/CA/San-Jose/1283-Turrett-Dr-95131/home/1790206,MLSListings,ML81771167,N,Y,37.3843204,-121.8698922
